problem,Level ,DESPC,DESSC,DESWC,DESPL,DESPLd,DESSL,DESSLd,DESWLsy,DESWLsyd,DESWLlt,DESWLltd,PCNARz,PCNARp,PCSYNz,PCSYNp,PCCNCz,PCCNCp,PCREFz,PCREFp,PCDCz,PCDCp,PCVERBz,PCVERBp,PCCONNz,PCCONNp,PCTEMPz,PCTEMPp,CRFNO1,CRFAO1,CRFSO1,CRFNOa,CRFAOa,CRFSOa,CRFCWO1,CRFCWO1d,CRFCWOa,CRFCWOad,LSASS1,LSASS1d,LSASSp,LSASSpd,LSAPP1,LSAPP1d,LSAGN,LSAGNd,LDTTRc,LDTTRa,LDMTLD,LDVOCD,CNCAll,CNCCaus,CNCLogic,CNCADC,CNCTemp,CNCTempx,CNCAdd,CNCPos,CNCNeg,SMCAUSv,SMCAUSvp,SMINTEp,SMCAUSr,SMINTEr,SMCAUSlsa,SMCAUSwn,SMTEMP,SYNLE,SYNNP,SYNMEDpos,SYNMEDwrd,SYNMEDlem,SYNSTRUTa,SYNSTRUTt,DRNP,DRVP,DRAP,DRPP,DRPVAL,DRNEG,DRGERUND,DRINF,WRDNOUN,WRDVERB,WRDADJ,WRDADV,WRDPRO,WRDPRP1s,WRDPRP1p,WRDPRP2,WRDPRP3s,WRDPRP3p,WRDFRQc,WRDFRQa,WRDFRQmc,WRDAOAc,WRDFAMc,WRDCNCc,WRDIMGc,WRDMEAc,WRDPOLc,WRDHYPn,WRDHYPv,WRDHYPnv,RDFRE,RDFKGL,RDL2,modified_problem,no_of_equations,no_of_variables,has_exponential_or_mod,has_logarithm,has_fraction,has_equality_or_inequality
The operation    &  is defined as  a   & b = (a+b)(a-b) . What is the value of  6   & 3 ?,Level 2,1,2,17,2,0,9,2.828,1.294,0.772,2.941,2.249,-1.049,14.92,0.399,65.17,-5.764,0,-2.177,1.5,-1.364,8.69,6.478,100,2.304,98.93,1.701,95.54,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0.058,0,0,0,0.036,0.667,18,0,58.824,0,0,0,58.824,0,0,0,0,58.824,58.824,58.824,0,0,0.363,1,1,1.5,1,0.647,0.882,0.882,0.027,0.027,352.941,176.471,0,117.647,58.824,0,0,0,176.471,117.648,58.824,58.824,0,0,0,0,0,0,2.602,3.573,2.23,433,582.5,242.5,281.5,325,3.526,7,1.314,1.313,88.735,2.994,14.401,The operation    &  is defined as  a   & b = (a+b)(a-b) . What is the value of  6   & 3 ?,0,0,FALSE,FALSE,FALSE,FALSE
"If  a  ast b = 3a+4b-ab , what is the value of  5  ast2 ?",Level 2,1,1,13,1,0,14,0,1.154,0.376,2.846,2.035,-1.909,2.81,-1.632,5.16,-1.852,3.22,0.66,74.54,-2.184,1.46,5.105,100,3.523,100,-27.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76.923,0,76.923,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,8,1.667,0,0,0,0,0,307.692,76.923,0,76.923,0,0,0,0,307.692,76.923,76.923,0,0,0,0,0,0,0,3.067,3.714,0,433,582.5,242.5,281.5,325,2.533,3.5,0.846,0.99,96.012,3.097,23.063,"If  a  ast b = 3a+4b-ab , what is the value of  5  ast2 ?",0,0,FALSE,FALSE,FALSE,FALSE
Evaluate    lfloor  sqrt{63}  rfloor .,Level 2,1,1,5,1,0,5,0,1.6,1.342,5.2,2.28,-4.229,0,4.196,100,3.065,99.89,0.186,57.14,-3.562,0,-3.958,0,1.619,94.63,-27.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,-2,0,1,0,0,0,0,0,400,200,0,0,0,0,0,0,600,200,0,0,0,0,0,0,0,0,0.9,0.9,0,0,502,388,340,372,1.167,0,1.5,0.25,66.4,5.24,-25.046,Evaluate    lfloor  sqrt{63}  rfloor .,0,0,FALSE,FALSE,FALSE,FALSE
"If  F(a, b, c, d) = a^b + c   times d , what is the value of  x  such that  F(2, x, 4, 11) = 300 ?",Level 2,1,1,28,1,0,25,0,1.036,0.189,1.893,1.343,-2.682,0.37,-1.208,11.51,-3.398,0.03,0.642,73.89,-3.957,0,2.317,98.96,3.552,100,-27.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,20.192,0,35.714,0,35.714,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,12,1.25,0,0,0,0,0,392.857,35.714,0,35.714,0,0,0,0,357.143,0,35.714,0,0,0,0,0,0,0,2.167,2.848,0,433,536.5,254,254,210,2.611,6.766,0.846,1.903,90.769,7.555,3.079,"If  F(a, b, c, d) = a^b + c   times d , what is the value of  x  such that  F(2, x, 4, 11) = 300 ?",0,0,FALSE,FALSE,FALSE,FALSE
Express the value of the following expression as a fraction.   1+  cfrac{2}{3+  cfrac{4}{5}}  ,Level 2,1,2,17,2,0,8.5,2.121,1.412,0.712,3.941,2.989,-0.898,18.67,0.532,70.19,-1.899,2.94,-2.85,0.22,-1.374,8.53,-0.489,31.21,2.568,99.48,1.095,86.21,0,0,0,0,0,0,0,0,0,0,0,0,-0.053,0,-0.053,0,0,0,0.023,0.882,40.46,0,58.824,0,0,0,58.824,0,0,0,0,58.824,58.824,58.824,0,0,0,0,1,0,1.25,0.765,1,1,0.031,0.031,470.588,58.824,0,117.647,0,0,0,0,294.118,58.824,58.824,0,0,0,0,0,0,0,1.836,3.103,1.17,431.333,540,316.25,370,408,2.333,4.067,3.143,1.304,78.752,4.387,-2.362,Express the value of the following expression as a fraction.   1+  cfrac{2}{3+  cfrac{4}{5}}  ,0,0,FALSE,FALSE,FALSE,FALSE
"Find the coordinates of the point halfway between the points  (3,7)  and  (5,1) .",Level 2,1,1,13,1,0,15,0,1.385,0.87,4.615,2.534,-2.427,0.78,-0.177,43.25,4.025,100,0.671,74.86,-4.123,0,4.001,100,-3.264,0.06,-27.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867,31.5,0,76.923,0,0,0,0,0,76.923,0,0,76.923,76.923,0,0,0,-0.006,0,-2,0,1.333,0,0,0,0,0,384.615,76.923,0,153.846,0,0,0,0,230.769,153.846,153.846,0,0,0,0,0,0,0,2.148,3.468,0,272,552,426.333,444,378.667,5.357,4.528,0.875,1.095,76.469,5.823,2.653,"Find the coordinates of the point halfway between the points  (3,7)  and  (5,1) .",0,0,FALSE,FALSE,FALSE,FALSE
What is the sum of    left(  dfrac{1}{3}  right) +   left(  dfrac{1}{3}  right)^2 +   left(  dfrac{1}{3}  right)^3 +   left(  dfrac{1}{3}  right)^4 ?,Level 2,1,1,31,1,0,28,0,1,0,2.71,1.755,-3.168,0.08,-1.26,10.38,1.943,97.38,0.915,81.86,-4.71,0,6.412,100,2.101,98.21,-27.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.5,-2,1,2,0,0,0,0,0,322.581,96.774,0,32.258,0,0,32.258,0,322.581,96.774,64.516,0,0,0,0,0,0,0,2.147,2.814,0,278,588.143,357.857,388.429,387.286,3.5,5.554,0.962,1.856,90.77,8.3,2.635,What is the sum of    left(  dfrac{1}{3}  right) +   left(  dfrac{1}{3}  right)^2 +   left(  dfrac{1}{3}  right)^3 +   left(  dfrac{1}{3}  right)^4 ?,0,0,FALSE,FALSE,FALSE,FALSE
"If    sqrt{2+  sqrt x}=3 , what is  x? ",Level 2,1,1,9,1,0,9,0,1,0,2.444,1.236,-3.345,0.04,0.996,83.89,-11.729,0,0.128,54.78,-2.832,0.23,-6.365,0,5.817,100,-23.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0,0,111.111,0,111.111,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,7,0.667,0,0,0,0,0,333.333,111.111,0,0,0,0,0,0,333.333,0,0,0,0,0,0,0,0,0,1.66,2.894,0,0,0,0,0,0,2.273,2.778,0.423,0.834,100,0,-8.171,"If    sqrt{2+  sqrt x}=3 , what is  x? ",0,0,FALSE,FALSE,FALSE,FALSE
Expand the product  {(x+3)(x-8)} .,Level 2,1,1,5,1,0,7,0,1.4,0.548,4.4,1.949,-3.072,0.11,2.834,99.77,-1.105,13.57,0.7,75.49,-4.983,0,0.269,60.26,1.554,93.94,-26.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,-2,0,2,0,0,0,0,0,200,200,0,0,0,0,0,0,400,200,200,0,0,0,0,0,0,0,1.79,2.783,0,0,562,516,435,0,2.833,3.083,3.429,1.599,83.32,2.88,-5.284,Expand the product  {(x+3)(x-8)} .,0,0,FALSE,FALSE,FALSE,FALSE
What is the product of the solutions of the equation  -35=-x^2-2x? ,Level 2,1,1,12,1,0,14,0,1.417,0.793,4.417,2.466,-2.577,0.51,-1.405,8.08,0.205,57.93,0.607,72.57,-4.879,0,4.324,100,3.299,99.95,-27.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1.667,0,0,0,0,0,416.667,83.333,0,166.667,0,0,0,0,416.666,83.333,0,0,0,0,0,0,0,0,2.328,3.6,0,506,574.333,376.333,366.667,325,2.769,4.047,0.846,1.621,74.777,5.811,6.65,What is the product of the solutions of the equation  -35=-x^2-2x? ,0,0,FALSE,FALSE,FALSE,FALSE
"Evaluate  x^2y^3z  if  x =   frac13 ,  y =   frac23 , and  z = -9 .",Level 2,1,1,15,1,0,12,0,1.2,0.775,2.533,2.264,-2.328,1.02,-0.382,35.2,3.175,99.92,0.449,67,-2.155,1.58,-1.054,14.69,-2.677,0.38,-26.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917,40.32,0,133.333,0,66.667,0,0,0,66.667,0,0,0,0,0,0,0,0,0,-2,11,0.5,0,0,0,0,0,400,200,0,0,0,0,0,0,133.333,66.667,66.667,0,0,0,0,0,0,0,1.193,2.02,0,0,502,388,340,372,1.167,7.5,1.5,0.917,90.09,4.42,-18.533,"Evaluate  x^2y^3z  if  x =   frac13 ,  y =   frac23 , and  z = -9 .",0,0,FALSE,FALSE,FALSE,FALSE
Evaluate    left  lceil  sqrt{140}  right  rceil .,Level 2,1,1,7,1,0,7,0,1.429,1.134,4.857,1.574,-3.238,0.06,2.037,97.88,2.247,98.75,0.199,57.53,-4.044,0,0.343,63.31,1.518,93.45,-27.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,142.857,142.857,0,0,0,0,0,-2,0,1.5,0,0,0,0,0,285.714,285.714,0,0,0,0,0,0,285.714,285.714,285.714,0,0,0,0,0,0,0,1.767,1.767,0,0,564.333,363.333,365,366.667,3,0,0.75,0.188,78.837,4.002,-5.802,Evaluate    left  lceil  sqrt{140}  right  rceil .,0,0,FALSE,FALSE,FALSE,FALSE
Expand  (x+10)(2y+10) .,Level 2,1,1,3,1,0,5,0,1.333,0.577,5,1,-2.788,0.27,6.501,100,-12.263,0,0.322,62.55,-5.483,0,-10.147,0,5.305,100,-24.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,333.333,333.333,0,0,0,0,0,-2,0,0,0,0,0,0,0,333.333,333.333,0,0,0,0,0,0,0,333.333,0,0,0,0,0,0,0,0,1.66,1.66,1.66,0,0,0,0,0,2.5,0,3.429,0.857,91.018,1.309,-8.171,Expand  (x+10)(2y+10) .,0,0,FALSE,FALSE,FALSE,FALSE
What is    log_{7}{2400}  rounded to the nearest integer?,Level 2,1,1,10,1,0,10,0,1.4,0.699,4,2.261,-2.965,0.15,-1.704,4.46,3.511,100,0.33,62.93,-5.131,0,2.969,99.85,2.147,98.38,-27.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,0,0,300,0,0,100,0,0,0,0,200,0,200,0,0,0,0,0,0,0,0.97,3.095,0,0,499.333,337,408,465,3.091,6.75,0.846,1.304,78.245,4.83,-23.492,What is    log_{7}{2400}  rounded to the nearest integer?,0,0,FALSE,FALSE,FALSE,FALSE
"Two-thirds of the people in a room are seated in three-fourths of the chairs. The rest of the people are standing. If there are 6 empty chairs, how many people are in the room?",Level 2,1,3,34,3,0,12,4.583,1.265,0.448,4.088,2.551,-0.251,40.13,-1.553,6.06,1.632,94.84,3.29,99.95,-1.977,2.44,6.37,100,0.975,83.4,-1.869,3.07,1,1,1,1,1,1,0.236,0.02,0.339,0.179,0,0,0.184,0.017,0.359,0.303,0,0,0.235,0.583,21.561,0,29.412,0,29.412,0,0,0,0,0,0,58.824,58.824,0,0,0,0.421,0.733,0.75,4.333,0.727,0.662,0.71,0.71,0.164,0.115,441.176,176.471,0,176.471,29.412,0,29.412,0,264.706,58.824,88.235,0,0,0,0,0,0,0,2.806,3.661,2.31,258.833,607.429,459.5,486.786,471.5,3.474,5.813,1.272,1.578,88.313,3.757,39.659,"Two-thirds of the people in a room are seated in three-fourths of the chairs. The rest of the people are standing. If there are 6 empty chairs, how many people are in the room?",0,0,FALSE,FALSE,FALSE,FALSE
Simplify:     sqrt[3]{2744000}  ,Level 2,1,1,4,1,0,4,0,1.5,1,5,3.162,-2.936,0.17,6.083,100,-11.984,0,0.128,54.78,-5.446,0,-13.544,0,5.426,100,-23.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0,0,0,0,-2,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0.84,0.84,0,0,0,0,0,0,1,0,0.5,0.2,75.875,3.67,-26.379,Simplify:     sqrt[3]{2744000}  ,0,0,FALSE,FALSE,FALSE,FALSE
"A stack of logs has 12 logs on the bottom row, and one less in each successive row, ending with three logs at the top. How many logs are in the stack?",Level 2,1,2,32,2,0,16,12.728,1.156,0.448,3.594,1.663,0.693,75.49,-0.599,27.43,-0.399,34.46,1.933,97.32,-3.248,0.06,-0.299,38.59,-0.631,26.43,2.448,99.27,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0.682,0,0.682,0,0,0,0.244,0.75,35.84,0,31.25,0,0,0,0,0,31.25,0,0,31.25,31.25,31.25,0,0,0.227,0.611,1,3,1,0.75,0.813,0.813,0.015,0.015,343.75,156.25,0,187.5,0,0,31.25,0,93.75,250,125,0,0,0,0,0,0,0,1.649,2.893,0,0,547,314.167,403.429,439.333,2.972,7.175,2.772,1.291,92.797,4.291,13.399,"A stack of logs has 12 logs on the bottom row, and one less in each successive row, ending with three logs at the top. How many logs are in the stack?",0,0,FALSE,FALSE,FALSE,FALSE
"In a certain colony of bacteria, the number of bacteria doubles every day. The colony starts with 3 bacteria, and has 6 at the end of day 1, 12 at the end of day 2, and so on. What is the number of the first day which ends with the colony having more than 100 bacteria?",Level 2,1,3,56,3,0,18.667,6.028,1.357,0.699,3.696,1.99,0.906,81.59,-2.087,1.88,1.57,94.06,4.38,100,-0.435,33.36,1.69,95.35,-1.632,5.16,1.256,89.44,1,1,1,1,1,1,0.42,0.072,0.467,0.097,0,0,0.418,0.035,0.468,0.089,0,0,0.251,0.589,34.659,0,71.429,17.857,35.714,0,17.857,71.429,53.571,0,0,35.714,53.571,0,0.333,1,0.041,0.9,1,4.333,1.067,0.531,0.775,0.775,0.04,0.032,392.857,125,17.857,178.571,0,0,0,0,267.858,89.286,53.571,35.714,0,0,0,0,0,0,2.381,3.273,1.07,239,571.333,370.944,426.167,437.444,3.651,6.304,1.233,1.599,73.086,7.703,32.231,"In a certain colony of bacteria, the number of bacteria doubles every day. The colony starts with 3 bacteria, and has 6 at the end of day 1, 12 at the end of day 2, and so on. What is the number of the first day which ends with the colony having more than 100 bacteria?",0,0,FALSE,FALSE,FALSE,FALSE
Evaluate:  64^2-36^2 ,Level 1,1,1,4,1,0,5,0,1.75,1.5,3.75,3.096,-2.069,1.92,1.082,85.99,1.859,96.78,0.51,69.5,-4.33,0,-3.383,0.04,1.945,97.38,-26.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0.5,0,0,0,0,0,500,250,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0,502,388,340,372,1.2,0,1.5,0.3,54.725,6.62,-25.046,Evaluate:  64^2-36^2 ,0,0,FALSE,FALSE,FALSE,FALSE
"A particular novel contains  40,  !000  words. If the author completed the novel in  80  hours, on average how many words per hour did she write?",Level 1,1,2,26,2,0,13,8.485,1.538,0.811,4.231,2.286,0.533,70.19,-0.995,16.11,1.466,92.79,2.919,99.82,-1.344,9.01,-2.283,1.13,2.118,98.26,-4.355,0,1,1,1,1,1,1,0.286,0,0.286,0,0,0,0.518,0,0.518,0,0,0,0.191,0.885,63.093,0,38.462,0,38.462,0,0,76.923,0,0,0,38.462,38.462,38.462,0,0,0.007,0.5,0.5,9.5,0.667,0.692,0.846,0.846,0.018,0.018,346.154,115.385,0,115.385,0,0,0,0,307.693,115.386,76.923,0,38.462,0,0,0,38.462,0,2.126,2.881,1.6,454.667,568.7,433.143,422.3,484.143,3,7.113,1.749,2.061,63.525,7.628,18.213,"A particular novel contains  40,  !000  words. If the author completed the novel in  80  hours, on average how many words per hour did she write?",0,0,FALSE,FALSE,FALSE,FALSE
Addison's age is three times Brenda's age. Janet is six years older than Brenda. Addison and Janet are twins. How old is Brenda?,Level 1,1,4,25,4,0,6.25,2.217,1.4,0.645,4.08,1.631,-2.132,1.66,-0.876,19.22,-2.662,0.39,2.041,97.93,-3.268,0.06,8.909,100,-1.866,3.14,1.417,92.07,0.667,0.667,0.667,0.833,0.833,0.833,0.205,0.186,0.229,0.122,0,0,0.368,0.275,0.492,0.23,0,0,0.356,0.68,25,0,40,0,0,0,0,40,40,0,0,0,0,0,0,0,1,1,1,2.25,0.4,0.606,0.861,0.731,0.148,0.142,560,120,0,40,0,0,0,0,480,80,80,0,0,0,0,0,0,0,3.249,3.251,0,261.667,604.444,317.778,395,428.556,3.931,2.546,0.846,1.17,82.051,3.368,46.892,Addison's age is three times Brenda's age. Janet is six years older than Brenda. Addison and Janet are twins. How old is Brenda?,0,0,FALSE,FALSE,FALSE,FALSE
Solve for  x :    dfrac{1}{2} +   dfrac{1}{x} =   dfrac{5}{6} .,Level 1,1,1,14,1,0,12,0,1,0,2.286,1.858,-3.106,0.1,3.482,99.97,-12.213,0,-0.068,47.61,-1.892,2.94,-9.12,0,6.079,100,-23.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,12,0,71.429,71.429,71.429,0,0,71.429,0,0,0,71.429,71.429,71.429,0,0.5,0,0,-2,0,0,0,0,0,0,0,285.714,71.429,0,71.429,0,0,0,0,142.857,71.429,71.429,0,0,0,0,0,0,0,1.71,2.06,0,0,0,0,0,0,1.125,0,2.333,0.146,100,1.67,-7.06,Solve for  x :    dfrac{1}{2} +   dfrac{1}{x} =   dfrac{5}{6} .,0,0,FALSE,FALSE,FALSE,FALSE
Evaluate  (x-a+3)  if the value of  x  is  (a+7) .,Level 1,1,1,9,1,0,12,0,1.444,1.014,3.444,2.186,-2.027,2.17,1.255,89.44,-1.067,14.46,0.384,64.8,-0.199,42.47,1.853,96.78,2.833,99.77,-27.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,20.16,0,111.111,0,111.111,0,0,0,0,0,0,111.111,111.111,0,0,0,0.005,0,-2,0,0.5,0,0,0,0,0,333.333,222.222,0,111.111,0,0,0,0,222.222,222.222,222.222,0,0,0,0,0,0,0,2.343,3.154,0,433,555.667,291,301,348.5,3,7.667,1.173,1.768,75.538,4.959,6.983,Evaluate  (x-a+3)  if the value of  x  is  (a+7) .,0,0,FALSE,FALSE,FALSE,FALSE
Simplify  (1)(2a)(3a^2)(4a^3)(5a^4) .,Level 1,1,1,9,1,0,9,0,1.222,0.667,2.222,2.224,-3.913,0,3.515,100,-11.867,0,-0.205,42.07,-6.442,0,-11.076,0,5.189,100,-23.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111.111,111.111,0,0,0,0,0,-2,0,0,0,0,0,0,0,333.333,111.111,0,0,0,0,0,0,111.111,111.111,0,0,0,0,0,0,0,0,0.84,0.84,0,0,0,0,0,0,1,0,1,0.1,94.319,2.34,-26.379,Simplify  (1)(2a)(3a^2)(4a^3)(5a^4) .,0,0,FALSE,FALSE,FALSE,FALSE
Which integer is closest to the cube root of 100?,Level 1,1,1,10,1,0,10,0,1.3,0.675,3.9,1.912,-2.438,0.75,-1.259,10.38,3.095,99.9,0.72,76.11,-4.561,0,4.051,100,2.353,99.06,-27.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,1,0,0,0,0,0,300,100,100,200,0,0,0,0,300,100,100,0,0,0,0,0,0,0,2.327,3.24,0,333,541.2,426,458.5,395,4.364,6.483,0.846,1.845,86.705,3.65,6.65,Which integer is closest to the cube root of 100?,0,0,FALSE,FALSE,FALSE,FALSE
Lee can make 18 cookies with two cups of flour. How many cookies can he make with three cups of flour?,Level 1,1,2,21,2,0,10.5,0.707,1.238,0.436,3.81,1.436,1.149,87.29,-0.392,34.83,3.989,100,8.082,100,1.827,96.56,1.809,96.41,0.29,61.41,1.489,93.06,1,1,1,1,1,1,0.727,0,0.727,0,1,1,0.865,0,0.865,0,0,0,0.318,0.667,21,0,95.238,95.238,0,0,0,0,0,0,0,47.619,142.857,95.238,1,0.667,0.414,1,1,2,0.429,0.333,0.429,0.429,0.022,0.022,476.19,142.857,0,190.476,0,0,0,0,333.333,95.238,47.619,0,47.619,0,0,0,47.619,0,1.748,2.739,0.6,0,599.286,460,479,468.143,6.348,5.949,2.046,2.167,91.443,3.113,33.097,Lee can make 18 cookies with two cups of flour. How many cookies can he make with three cups of flour?,0,0,FALSE,FALSE,FALSE,FALSE
"On a map, a 12-centimeter length represents 72 kilometers.  How many kilometers does a 17-centimeter length represent?",Level 1,1,2,17,2,0,9.5,0.707,2,1.323,5.765,4.236,-1.002,15.87,-0.221,41.29,0.493,68.79,3.634,100,-2.97,0.15,1.045,85.08,1.749,95.91,0.602,72.57,1,1,1,1,1,1,0.4,0,0.4,0,0,0,0.608,0,0.608,0,0,0,0.219,0.737,20.216,0,0,0,0,0,0,0,0,0,0,117.647,117.647,117.647,0,0,0.327,1,1,5,1.5,0.647,0.765,0.647,0.03,0.03,235.294,117.647,0,58.824,0,0,0,0,294.118,117.648,176.471,0,0,0,0,0,0,0,1.884,2.962,0,322,581.5,392.75,442.5,459.5,3.45,3.78,2.354,1.298,29.008,11.325,19.533,"On a map, a 12-centimeter length represents 72 kilometers.  How many kilometers does a 17-centimeter length represent?",0,0,FALSE,FALSE,FALSE,FALSE
"If  g(x) = 3x + 7  and  f(x) = 5x - 9 , what is the value of  f(g(8)) ?",Level 1,1,1,21,1,0,18,0,1.048,0.218,1.762,1.136,-2.081,1.88,-0.165,43.64,-1.671,4.75,0.718,76.11,-2.861,0.21,3.851,100,-0.493,31.21,-27.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,30.24,0,95.238,0,47.619,0,0,0,47.619,0,0,0,0,0,0,0,0.262,0,-2,0,0.833,0,0,0,0,0,333.333,142.857,0,47.619,0,0,0,0,238.095,142.857,0,0,0,0,0,0,0,0,2.414,2.807,0,433,582.5,242.5,281.5,325,2.375,6.017,0.282,1.289,96.859,4.966,8.571,"If  g(x) = 3x + 7  and  f(x) = 5x - 9 , what is the value of  f(g(8)) ?",0,0,FALSE,FALSE,FALSE,FALSE
Evaluate    lfloor0.999  rfloor+  lceil2.001  rceil .,Level 1,1,3,5,3,0,2.333,1.155,1.6,1.342,8.2,2.387,-0.19,42.47,5.054,100,-1.331,9.18,-2.329,0.99,-1.96,2.5,-8.226,0,1.046,85.08,2.105,98.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,1,0,0,0.75,1,1,0.106,0.261,400,400,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0.9,0.9,0.9,0,502,388,340,372,1.167,0,0.75,0.25,69.783,3.94,-18.548,Evaluate    lfloor0.999  rfloor+  lceil2.001  rceil .,0,0,FALSE,FALSE,FALSE,FALSE
"Engineers use the formula  L=  frac{25T^4}{H^2}  to find the crushing load for square pillars. If  T = 4  and  H = 8 , what is the value of  L ?",Level 1,1,2,32,2,0,15,4.243,1.219,0.553,3.094,2.234,0.26,60.26,-1.056,14.69,0.997,83.89,1.926,97.26,0.634,73.57,-1.527,6.43,0.1,53.59,1.209,88.49,1,1,1,1,1,1,0.118,0,0.118,0,0,0,0.527,0,0.527,0,0,0,0.194,0.833,50.4,0,93.75,31.25,62.5,0,0,31.25,31.25,0,0,0,0,31.25,0,0.5,0.016,0.4,1,0.5,0.75,0.563,0.813,0.813,0.014,0.014,500,187.5,0,62.5,0,0,31.25,31.25,343.75,125,31.25,0,0,0,0,0,0,0,2.025,2.879,1.77,351,566.167,387,416.5,422,3.429,5.671,1.153,1.947,87.468,5.034,6.955,"Engineers use the formula  L=  frac{25T^4}{H^2}  to find the crushing load for square pillars. If  T = 4  and  H = 8 , what is the value of  L ?",0,0,FALSE,FALSE,FALSE,FALSE
"If  x - y = 12  and  x + y = 6 , what is the value of  y ?",Level 1,1,1,17,1,0,14,0,1.059,0.243,1.882,1.219,-1.474,7.08,0.141,55.57,-1.35,8.85,0.841,79.95,-2.431,0.75,3.077,99.89,-0.946,17.36,-27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,18.293,0,117.647,0,58.824,0,0,0,58.824,0,0,0,0,0,0,0,0,0,-2,0,0.667,0,0,0,0,0,352.941,58.824,0,58.824,0,0,0,0,176.471,58.824,0,0,0,0,0,0,0,0,2.458,2.858,1.51,433,582.5,242.5,281.5,325,1.95,7,0.846,1.092,99.989,3.536,9.537,"If  x - y = 12  and  x + y = 6 , what is the value of  y ?",0,0,FALSE,FALSE,FALSE,FALSE
"If  x  is a real number and  x^2 = 16 , what is the sum of all possible values of  x ?",Level 1,1,1,21,1,0,20,0,1.19,0.512,2.762,1.921,-4.005,0,-0.787,21.77,-1.083,14.01,0.496,68.79,-3.219,0.06,13.456,100,-1.836,3.36,-27.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28,0,95.238,0,47.619,0,0,0,47.619,0,0,0,0,0,0,0,1,1,-2,0,1,0,0,0,0,0,428.571,95.238,0,95.238,0,0,0,0,190.476,95.238,95.238,0,0,0,0,0,0,0,2.79,3.218,1.66,316.667,586.429,294.833,336.143,403.2,3.478,7.155,0.846,1.318,84.846,6.642,16.92,"If  x  is a real number and  x^2 = 16 , what is the sum of all possible values of  x ?",0,0,FALSE,FALSE,FALSE,FALSE
